Voltage (V),Current (A),Temperature (°C),Vibration (mm/s),Label
418.44,16.68,44.17,9.92,low
352.88,14.96,80.6,0.48,moderate
349.48,33.27,43.71,1.61,moderate
391.75,12.2,55.46,0.86,normal
399.7,17.18,68.52,4.15,low
365.75,17.44,32.93,0.8,low
396.57,18.33,40.81,2.78,normal
413.98,31.38,85.67,10.54,moderate
470.56,47.33,110.18,20.84,high
409.15,16.93,57.35,1.68,normal
406.34,31.62,70.4,2.71,moderate
400.72,14.17,87.39,18.75,moderate
229.54,0.74,94.16,25.52,high
479.26,47.19,115.37,26.02,high
388.17,13.03,47.4,2.5,normal
465.71,0.49,90.85,29.88,high
387.26,12.74,32.09,1.11,normal
464.65,1.1,91.34,23.19,high
312.57,39.3,111.97,26.11,high
390.43,10.33,50.95,1.22,normal
414.42,14.27,51.28,4.55,normal
368.75,18.4,56.88,0.08,low
466.27,0.56,91.89,27.66,high
403.62,19.95,34.17,3.03,normal
412.94,15.61,65.29,0.91,low
384.38,16.46,35.54,3.52,normal
477.85,35.87,114.24,23.07,high
466.84,42.19,102.11,29.68,high
412.21,13.02,53.62,1.03,normal
369.85,19.76,32.65,3.53,low
387.76,19.54,65.42,2.25,low
402.72,15.53,66.55,2.65,low
350.91,26.47,50.68,2.39,moderate
349.81,33.31,45.96,11.35,moderate
385.07,19.86,35.31,7.2,low
474.18,1.3,106.71,26.85,high
385.8,26.64,70.79,13.83,moderate
349.17,13.28,70.02,3.26,moderate
301.57,1.94,117.15,25.56,high
406.38,26.03,88.89,13.14,moderate
400.2,5.66,42.91,6.13,low
345.03,12.19,89.7,0.26,moderate
417.1,5.38,43.24,0.49,low
380.97,16.37,54.92,2.86,normal
364.35,8.16,45.9,4.5,low
300.48,45.3,113.5,26.09,high
389.54,29.51,89.71,16.82,moderate
372.26,11.39,58.71,3.08,low
343.04,14.85,78.31,2.84,moderate
254.74,44.47,114.45,27.76,high
380.32,25.35,82.33,14.27,moderate
343.83,26.54,59.52,4.03,moderate
345.55,33.12,72.86,1.94,moderate
417.19,18.51,52.38,4.44,normal
391.74,10.22,57.65,1.22,normal
470.71,43.53,110.46,20.97,high
308.96,0.07,109.53,27.33,high
406.03,15.61,60.85,5.61,low
468.72,47.55,108.48,24.6,high
391.8,30.23,71.15,13.58,moderate
390.93,18.46,43.94,2.93,normal
418.8,11.33,42.17,4.64,normal
478.44,0.61,90.84,28.83,high
391.26,12.88,69.08,5.59,low
409.77,6.23,35.73,8.12,low
393.6,30.88,87.4,13.97,moderate
380.38,11.9,45.99,3.21,normal
403.1,8.4,35.44,0.48,low
411.47,30.23,45.51,14.67,moderate
392.58,12.86,39.72,4.54,normal
385.12,32.91,74.77,10.49,moderate
387.78,11.59,38.25,5.24,low
409.34,12.73,64.88,9.83,low
348.37,25.25,76.49,1.24,moderate
390.35,11.33,68.43,2.42,low
350.4,16.28,77.62,10.73,moderate
474.88,1.33,112.52,24.67,high
408.92,15.26,34.99,4.63,normal
390.71,10.32,37.88,1.25,normal
416.15,19.45,35.92,2.06,normal
479.67,42.75,97.09,29.51,high
464.65,47.89,109.38,21.48,high
410.45,5.05,36.82,4.45,low
276.17,48.54,111.65,21.01,high
404.82,16.72,30.05,3.41,normal
407.38,12.49,86.66,15.68,moderate
378.16,18.16,32.74,7.57,low
346.63,16.06,71.49,11.36,moderate
352.42,27.02,86.37,4.15,moderate
348.12,27.74,37.27,14.7,moderate
382.7,16.43,47.18,1.0,normal
460.33,1.1,107.84,28.77,high
406.13,12.34,43.35,2.02,normal
417.54,10.38,60.4,4.0,low
263.39,0.9,95.22,27.89,high
390.12,18.31,41.19,1.18,normal
398.16,14.19,76.62,19.04,moderate
394.15,6.09,41.37,8.87,low
364.54,8.67,55.34,2.33,low
386.9,5.48,61.35,3.94,low
380.75,13.71,43.04,4.64,normal
418.08,16.94,39.4,3.69,normal
374.59,12.58,54.27,7.12,low
404.57,19.67,42.38,0.11,normal
397.64,14.04,65.86,8.91,low
407.05,14.59,33.19,4.86,normal
405.42,19.06,59.43,4.77,normal
477.01,39.66,108.76,25.0,high
471.45,0.29,109.51,29.53,high
385.24,7.3,41.8,2.68,low
382.02,6.83,30.39,6.77,low
362.4,12.9,30.14,8.76,low
397.26,13.96,45.46,4.04,normal
396.87,17.27,45.56,2.8,normal
385.85,29.14,74.86,18.08,moderate
393.69,14.63,56.27,1.61,normal
382.33,13.73,54.9,4.65,normal
413.43,31.54,59.79,18.28,moderate
343.89,16.45,71.15,4.64,moderate
280.98,0.97,114.01,28.63,high
462.03,35.53,110.11,29.76,high
325.99,46.88,111.9,21.63,high
417.26,13.91,48.83,1.36,normal
347.4,26.76,49.23,14.76,moderate
468.05,47.96,101.59,27.66,high
381.63,14.28,34.29,3.01,normal
381.58,10.01,66.64,4.54,low
392.17,12.47,49.83,1.02,normal
358.97,16.56,40.08,16.03,moderate
380.45,14.82,67.72,5.36,low
394.94,13.17,63.78,2.86,low
385.54,14.29,65.52,4.55,low
349.92,34.61,38.23,10.6,moderate
400.27,31.63,78.29,16.09,moderate
393.56,14.05,58.03,6.96,low
389.77,16.29,59.12,1.01,normal
460.5,1.14,118.51,20.37,high
464.75,39.13,90.83,24.19,high
381.86,26.77,88.93,4.9,moderate
413.29,27.05,72.54,11.36,moderate
380.59,12.06,47.99,2.96,normal
402.37,13.2,58.47,4.96,normal
396.71,10.62,39.68,0.73,normal
350.02,31.38,84.36,1.16,moderate
340.46,16.14,55.1,16.68,moderate
341.87,15.61,81.04,12.6,moderate
416.57,27.34,89.73,13.77,moderate
344.08,33.19,35.78,13.48,moderate
311.05,39.58,114.83,27.02,high
393.68,13.81,69.95,2.49,low
351.8,15.73,73.02,0.21,moderate
477.25,1.73,90.01,20.5,high
389.12,18.41,32.02,3.96,normal
467.95,35.37,117.44,22.08,high
407.45,12.29,65.8,1.48,low
317.39,1.6,101.8,26.43,high
386.37,18.19,30.61,0.1,normal
416.76,17.2,31.41,1.75,normal
359.03,29.04,38.91,11.78,moderate
362.44,17.58,69.38,4.07,low
465.24,0.8,90.08,26.86,high
332.76,41.2,110.36,28.41,high
394.0,11.35,61.61,3.78,low
350.27,14.14,89.79,18.81,moderate
415.61,9.69,47.29,9.76,low
359.77,18.51,87.79,11.7,moderate
469.83,1.78,119.57,25.88,high
264.09,46.37,99.26,20.03,high
354.36,10.32,74.28,16.97,moderate
300.52,40.26,106.54,25.6,high
463.17,1.36,96.87,28.18,high
394.48,15.62,40.0,2.72,normal
348.6,19.33,74.68,13.37,moderate
403.36,11.86,36.28,1.39,normal
394.25,28.73,84.76,17.2,moderate
349.94,15.1,34.37,14.19,moderate
354.02,30.76,32.2,16.53,moderate
462.68,40.92,117.29,29.29,high
368.53,8.08,30.45,0.06,low
462.0,39.5,115.38,25.62,high
279.05,0.81,113.68,26.25,high
395.7,5.38,32.48,4.27,low
460.6,1.59,104.4,22.32,high
406.93,26.09,75.2,11.11,moderate
202.74,46.64,106.96,24.05,high
366.98,19.98,38.43,0.86,low
410.61,11.69,37.98,6.77,low
405.12,17.85,56.76,1.02,normal
355.24,26.7,57.06,4.62,moderate
372.68,7.75,43.45,3.92,low
295.86,1.49,91.91,27.01,high
370.75,17.45,63.84,3.7,low
308.32,38.54,101.69,24.3,high
403.3,16.12,40.99,3.51,normal
368.96,7.81,57.89,2.9,low
358.35,26.18,42.91,2.36,moderate
397.75,7.43,63.82,1.0,low
389.11,19.09,33.49,4.32,normal
386.36,13.49,53.56,0.27,normal
475.09,47.75,119.11,23.95,high
376.7,11.28,63.25,2.41,low
391.4,16.89,37.67,2.23,normal
417.56,15.44,57.2,0.8,normal
308.65,40.85,107.02,24.39,high
355.05,31.25,82.97,0.48,moderate
418.33,9.52,52.06,1.91,low
242.6,1.34,117.66,25.32,high
416.87,18.35,65.51,0.5,low
357.3,16.18,45.83,18.71,moderate
392.58,5.48,58.21,0.93,low
380.9,9.86,59.2,7.17,low
368.42,10.18,64.77,3.67,low
352.93,29.22,80.81,0.01,moderate
388.27,12.68,48.19,1.09,normal
476.91,1.33,92.87,20.24,high
213.66,1.77,99.95,23.69,high
340.76,14.95,51.85,18.93,moderate
462.25,0.13,94.6,23.56,high
302.21,0.2,112.56,27.03,high
380.48,17.96,40.82,3.75,normal
345.1,33.77,58.9,15.29,moderate
391.93,9.92,66.39,4.14,low
411.03,18.64,40.45,0.81,normal
417.87,7.43,49.46,8.12,low
471.37,40.63,108.43,26.41,high
460.23,1.49,94.59,24.89,high
385.07,18.58,55.78,3.42,normal
341.5,12.01,73.03,1.1,moderate
474.14,0.28,114.81,23.14,high
230.7,0.97,113.15,20.57,high
369.32,16.22,35.11,0.09,low
407.39,16.12,46.89,4.06,normal
396.05,10.15,64.0,9.71,low
350.82,30.7,53.38,18.03,moderate
419.31,13.62,30.26,2.94,normal
391.5,14.73,67.28,9.91,low
345.36,30.04,53.43,14.93,moderate
366.54,6.24,37.64,4.51,low
368.93,19.8,47.88,3.1,low
419.98,11.06,84.22,17.83,moderate
411.7,17.69,35.02,0.75,normal
205.78,37.62,106.13,27.49,high
365.3,11.68,47.43,8.67,low
376.45,8.43,52.32,1.46,low
393.52,10.33,34.25,2.26,normal
465.11,46.03,115.17,21.27,high
394.2,14.73,68.91,0.72,low
350.86,25.47,40.23,15.83,moderate
315.14,36.39,94.08,29.11,high
400.02,17.08,35.76,1.31,normal
389.35,7.59,49.54,9.81,low
382.26,6.58,38.32,1.1,low
419.14,9.39,37.51,8.08,low
342.9,34.71,47.61,15.92,moderate
226.85,39.95,109.63,26.07,high
479.79,40.95,118.96,27.58,high
357.5,14.45,77.49,19.19,moderate
269.38,0.95,93.29,29.44,high
378.16,10.33,51.59,5.7,low
343.92,15.05,77.8,0.5,moderate
343.09,29.5,46.19,16.68,moderate
404.53,31.27,71.28,3.86,moderate
461.46,39.73,90.44,22.62,high
395.5,13.81,49.67,0.57,normal
394.83,19.83,30.33,0.17,normal
213.11,0.71,98.35,21.63,high
419.91,19.25,55.78,4.41,normal
390.57,17.18,32.28,3.0,normal
402.25,12.45,39.1,2.2,normal
412.63,27.44,72.66,19.28,moderate
404.17,18.2,44.12,0.43,normal
479.68,37.62,91.16,29.75,high
383.84,15.46,41.64,0.76,normal
344.97,11.35,70.51,1.23,moderate
327.99,45.73,116.27,23.48,high
403.23,5.69,43.45,6.01,low
394.26,9.02,61.39,3.35,low
398.83,6.4,66.02,2.71,low
351.98,33.93,71.96,3.0,moderate
411.99,18.53,59.77,2.17,normal
371.73,9.95,55.9,3.98,low
391.3,6.86,52.16,5.53,low
475.29,1.21,94.64,23.84,high
416.33,5.14,48.31,0.2,low
469.75,0.08,104.65,26.83,high
416.71,16.95,89.02,19.95,moderate
363.45,7.88,59.95,1.07,low
468.12,0.7,98.38,24.95,high
393.84,14.38,47.4,2.03,normal
355.41,17.53,51.26,13.46,moderate
403.02,9.35,60.62,4.09,low
413.59,18.11,31.52,4.84,normal
474.89,1.0,113.55,21.28,high
472.01,1.02,105.2,22.18,high
402.41,29.66,51.47,19.22,moderate
402.16,31.46,82.38,19.0,moderate
471.48,1.28,101.88,23.76,high
367.01,19.4,41.72,2.55,low
414.0,16.43,37.48,0.34,normal
377.34,8.13,39.91,2.23,low
350.16,33.4,77.32,3.0,moderate
472.36,0.67,92.71,23.48,high
250.24,0.17,100.4,24.58,high
392.26,18.06,60.83,8.96,low
244.14,38.17,97.73,25.06,high
366.45,16.5,51.84,6.22,low
468.04,39.66,108.15,23.13,high
349.74,29.75,89.48,2.35,moderate
404.42,12.42,66.21,0.56,low
374.86,12.99,47.1,0.2,low
403.84,15.88,50.5,4.68,normal
369.48,15.81,44.02,9.99,low
401.48,28.7,78.82,13.56,moderate
397.32,11.73,79.6,18.77,moderate
408.81,26.11,74.0,13.24,moderate
469.16,1.23,99.43,25.98,high
405.68,33.16,70.94,15.13,moderate
402.03,14.34,58.37,3.32,normal
404.81,12.8,45.45,4.72,normal
343.28,33.92,72.15,3.2,moderate
413.77,16.53,47.44,1.14,normal
262.75,1.32,111.32,22.66,high
347.85,13.41,88.48,13.75,moderate
468.37,0.82,104.23,24.62,high
401.87,16.29,33.46,4.37,normal
396.97,11.78,37.72,0.89,normal
356.47,33.65,70.58,1.1,moderate
351.3,30.69,57.56,11.22,moderate
391.23,15.8,67.28,2.3,low
408.52,30.89,77.44,2.7,moderate
351.87,33.62,57.99,15.68,moderate
471.33,46.19,112.71,27.96,high
342.62,18.3,78.24,4.22,moderate
406.51,34.97,78.39,0.79,moderate
408.59,8.41,48.88,1.45,low
419.84,34.55,41.3,17.97,moderate
399.7,6.17,30.87,5.01,low
388.35,16.94,59.37,4.24,normal
223.63,1.1,116.83,28.98,high
380.18,12.52,58.72,2.88,normal
406.1,8.91,49.25,9.3,low
335.87,47.88,103.82,23.14,high
395.57,7.87,61.04,1.08,low
380.31,14.49,43.65,3.69,normal
471.0,36.93,105.22,25.07,high
464.96,36.03,100.1,25.21,high
354.19,16.78,88.27,1.92,moderate
342.43,34.02,43.73,14.51,moderate
407.56,26.67,79.34,14.99,moderate
378.81,6.65,49.71,3.31,low
385.26,14.86,66.45,8.16,low
341.12,15.85,76.03,1.86,moderate
415.39,12.5,61.4,10.0,low
281.16,1.88,106.26,22.82,high
399.68,10.57,36.03,7.92,low
408.79,13.78,63.03,3.26,low
416.05,16.02,48.35,4.48,normal
399.24,10.98,64.55,0.12,low
413.37,6.43,61.96,3.03,low
397.67,11.15,39.12,6.21,low
412.21,9.08,60.43,3.08,low
417.08,13.86,45.62,4.59,normal
403.03,18.47,73.43,15.48,moderate
318.78,1.79,91.99,22.57,high
394.22,5.76,38.55,4.4,low
417.42,15.18,37.69,2.8,normal
419.61,14.61,56.06,2.87,normal
382.67,16.52,69.65,2.36,low
348.28,30.35,46.8,10.41,moderate
355.77,25.48,44.28,1.7,moderate
466.49,46.58,99.33,21.45,high
466.81,36.26,97.6,29.21,high
470.66,0.24,92.07,24.25,high
395.14,27.89,80.02,17.2,moderate
334.71,1.12,94.21,28.47,high
463.0,1.23,99.32,29.19,high
476.77,1.58,115.31,24.86,high
380.16,16.74,58.19,4.84,normal
384.46,18.74,38.55,3.9,normal
389.38,16.08,31.3,4.67,normal
382.96,12.56,42.42,4.61,normal
380.32,12.13,37.27,3.36,normal
379.9,16.62,45.28,7.11,low
382.54,17.63,79.33,18.56,moderate
240.78,42.35,94.57,23.95,high
410.42,7.8,61.08,0.46,low
221.76,40.45,104.93,23.92,high
265.31,1.07,111.82,26.5,high
348.56,14.82,82.81,15.59,moderate
389.94,14.7,48.73,0.65,normal
402.41,18.16,37.9,1.38,normal
371.83,6.37,47.51,2.76,low
351.85,29.68,53.86,19.21,moderate
376.38,13.59,30.6,8.29,low
397.75,14.43,37.68,2.85,normal
411.53,10.82,57.3,4.8,normal
403.08,12.55,58.96,4.2,normal
387.7,10.24,34.98,2.75,normal
218.72,36.18,96.09,21.08,high
400.95,16.1,50.08,8.2,low
416.3,25.31,83.03,4.07,moderate
477.42,1.68,115.18,28.16,high
353.11,31.67,70.25,0.02,moderate
406.31,18.41,48.66,1.08,normal
409.41,19.22,34.5,9.59,low
354.57,33.09,58.55,13.93,moderate
383.33,11.36,33.22,2.81,normal
229.3,35.47,91.18,21.16,high
470.92,43.47,118.13,25.87,high
471.99,1.63,96.05,20.5,high
301.25,44.99,110.14,26.76,high
472.0,38.29,105.49,29.5,high
408.83,29.69,85.79,19.74,moderate
381.93,15.14,35.28,1.26,normal
475.79,36.34,100.56,26.37,high
392.58,13.81,53.23,0.59,normal
414.62,14.92,80.08,19.82,moderate
344.3,27.63,53.42,4.51,moderate
465.79,42.37,119.57,23.43,high
473.41,1.21,106.61,29.46,high
396.0,17.99,34.63,0.04,normal
381.7,13.93,38.25,0.82,normal
358.37,15.17,36.72,17.07,moderate
381.38,11.35,40.0,2.87,normal
406.24,15.07,50.09,2.07,normal
375.88,19.37,39.72,5.74,low
352.19,31.22,53.06,16.32,moderate
381.31,29.49,85.48,16.76,moderate
462.6,46.21,109.64,27.56,high
405.52,18.55,58.83,4.23,normal
416.43,12.43,43.69,0.48,normal
266.43,46.33,98.46,26.19,high
386.95,14.43,84.83,17.76,moderate
400.05,12.55,51.78,3.74,normal
291.92,35.83,104.01,26.57,high
240.8,45.72,104.84,20.56,high
413.54,10.05,58.93,3.85,normal
379.08,13.48,50.46,0.1,low
382.35,10.28,40.49,1.26,normal
372.66,10.21,51.61,3.23,low
410.65,17.08,55.29,3.33,normal
386.26,31.02,81.2,13.17,moderate
354.79,30.24,74.58,4.48,moderate
378.54,16.26,58.53,2.29,low
361.52,14.65,64.36,1.61,low
391.65,6.79,54.64,1.77,low
408.3,27.46,80.39,17.08,moderate
214.62,0.27,93.53,21.03,high
477.81,45.89,119.84,28.09,high
416.9,10.5,79.48,11.07,moderate
371.13,15.45,53.72,7.48,low
401.35,33.25,44.73,13.0,moderate
359.86,28.43,38.01,4.62,moderate
341.79,13.83,51.41,15.81,moderate
401.86,19.98,45.35,3.03,normal
460.96,46.03,115.97,22.02,high
361.99,18.37,48.48,3.14,low
412.59,18.59,48.62,3.32,normal
460.9,37.47,102.83,29.87,high
380.07,14.48,48.17,3.81,normal
385.94,19.8,64.49,4.08,low
380.65,6.39,53.52,0.63,low
295.24,1.15,102.67,27.88,high
396.93,9.53,37.32,1.88,low
228.29,1.34,114.89,22.37,high
410.15,12.07,57.39,0.07,normal
401.64,13.71,44.7,3.93,normal
409.85,7.4,59.85,3.73,low
409.88,6.36,65.2,3.1,low
357.06,33.57,85.55,3.7,moderate
358.5,14.91,84.45,19.23,moderate
367.94,15.41,38.02,3.82,low
418.57,33.75,79.32,13.4,moderate
390.56,15.27,45.28,1.33,normal
392.14,30.94,82.45,14.92,moderate
343.18,19.74,87.74,17.09,moderate
352.99,32.42,30.06,4.26,moderate
479.69,1.53,113.61,29.24,high
345.45,32.1,39.44,17.96,moderate
350.51,19.32,33.99,19.43,moderate
394.65,14.64,55.09,3.37,normal
373.59,14.71,40.01,9.09,low
380.2,33.73,81.75,16.54,moderate
407.99,12.44,59.77,0.67,normal
390.16,31.7,77.77,1.46,moderate
461.51,0.02,109.33,23.45,high
413.28,31.83,75.68,2.83,moderate
399.98,18.61,66.18,2.19,low
392.25,18.3,36.42,4.2,normal
396.92,16.94,30.6,2.26,normal
341.47,27.07,80.65,1.71,moderate
271.29,1.29,95.35,21.4,high
358.93,33.63,48.53,19.83,moderate
352.3,19.87,81.26,2.42,moderate
406.7,13.86,54.36,1.86,normal
387.2,19.96,52.97,1.77,normal
404.78,13.0,33.92,5.62,low
375.5,11.05,66.88,3.27,low
294.78,1.89,110.31,21.78,high
384.65,25.96,85.98,3.35,moderate
472.46,49.85,90.03,28.49,high
372.81,5.63,53.44,3.29,low
360.83,17.85,57.69,1.58,low
342.4,34.35,39.42,14.85,moderate
381.71,11.35,54.47,2.35,normal
345.32,31.98,56.39,18.59,moderate
467.13,48.16,96.31,25.31,high
419.53,16.18,39.82,3.05,normal
472.44,37.55,103.99,23.52,high
351.73,11.14,71.79,4.94,moderate
310.5,0.05,118.06,22.42,high
351.26,16.55,80.06,12.64,moderate
387.05,18.52,53.14,0.76,normal
402.7,7.78,38.55,9.91,low
473.91,1.05,116.79,23.58,high
359.15,29.4,55.51,12.21,moderate
364.93,16.33,54.2,9.15,low
296.39,1.34,106.99,28.63,high
474.82,41.29,94.95,29.99,high
367.2,14.35,53.66,1.34,low
460.86,0.16,98.82,20.36,high
398.13,10.73,32.25,1.15,normal
418.52,16.32,43.72,2.47,normal
463.68,0.48,110.79,24.43,high
407.45,13.14,56.3,0.89,normal
356.44,28.53,42.65,2.93,moderate
462.18,0.28,93.57,26.16,high
230.82,47.39,108.4,26.72,high
474.71,1.47,103.35,25.62,high
477.29,0.87,109.79,21.76,high
391.18,12.09,31.55,6.97,low
372.46,9.89,53.8,2.6,low
340.4,12.52,49.08,15.17,moderate
410.54,12.46,33.62,3.12,normal
412.83,13.81,53.51,3.75,normal
415.75,18.0,43.45,2.88,normal
472.68,0.12,117.34,22.08,high
397.53,15.99,42.24,1.58,normal
404.91,31.8,30.1,14.41,moderate
390.05,13.64,69.81,4.66,low
410.02,19.32,30.43,3.81,normal
271.63,1.62,104.48,23.74,high
397.92,25.46,76.28,3.13,moderate
405.37,28.2,73.52,15.62,moderate
412.13,12.72,44.23,0.99,normal
354.83,27.48,87.23,0.45,moderate
363.59,18.15,61.23,4.39,low
388.61,16.96,48.75,4.27,normal
371.41,17.03,59.11,0.53,low
403.65,6.17,65.69,0.93,low
366.67,17.03,33.22,8.86,low
214.19,0.24,102.36,21.67,high
293.17,37.05,116.85,28.37,high
393.02,13.82,60.4,9.53,low
382.01,14.86,53.97,1.8,normal
380.97,12.32,34.47,0.79,normal
419.77,17.28,40.6,0.51,normal
341.92,30.44,73.8,3.52,moderate
385.42,25.77,77.59,16.0,moderate
419.28,14.35,37.57,1.15,normal
403.47,14.15,59.35,4.32,normal
220.3,1.17,100.9,22.76,high
415.87,6.68,66.05,3.06,low
403.27,15.08,54.7,3.1,normal
341.29,15.5,37.28,15.25,moderate
401.81,15.25,50.17,1.47,normal
402.24,11.18,32.15,2.62,normal
345.71,32.62,34.86,16.51,moderate
388.32,19.39,35.46,1.34,normal
396.27,12.93,73.16,18.68,moderate
477.01,1.72,90.31,27.52,high
372.84,5.95,35.5,2.75,low
352.49,18.64,44.84,13.87,moderate
370.93,16.18,56.96,4.57,low
343.28,11.72,85.0,19.14,moderate
381.58,16.63,41.67,3.1,normal
408.41,11.81,44.63,9.04,low
348.71,34.87,30.97,16.71,moderate
468.07,43.52,98.54,21.54,high
402.87,10.89,69.6,6.91,low
386.21,7.24,51.01,6.46,low
386.26,14.03,51.3,0.96,normal
403.28,18.65,53.07,8.48,low
215.74,1.58,104.15,20.02,high
414.48,7.93,65.58,4.55,low
376.23,18.32,68.56,1.35,low
419.5,16.0,82.65,19.95,moderate
361.17,18.51,55.03,0.03,low
477.39,35.13,109.12,21.16,high
479.47,1.62,118.29,23.42,high
411.56,15.57,39.41,9.68,low
460.06,1.69,116.49,22.46,high
369.16,8.87,42.6,1.49,low
418.33,18.49,61.43,1.54,low
349.78,14.33,82.98,15.77,moderate
370.97,12.4,67.77,1.98,low
389.11,29.47,75.17,0.48,moderate
461.12,35.42,109.04,24.81,high
222.62,49.62,109.91,20.35,high
380.37,8.44,40.98,7.58,low
397.97,17.68,41.29,1.16,normal
392.48,14.73,55.17,9.47,low
479.53,1.02,109.75,26.51,high
392.33,9.82,48.58,2.51,low
389.52,17.9,40.67,0.49,normal
399.99,10.93,50.7,1.77,normal
418.15,18.44,79.44,18.05,moderate
379.7,16.32,64.39,0.73,low
415.1,32.61,78.1,16.84,moderate
468.47,43.11,90.68,26.87,high
382.88,10.97,45.8,4.61,normal
400.86,16.25,50.69,4.86,normal
390.33,14.32,47.4,9.47,low
418.69,11.6,54.19,1.23,normal
403.58,33.25,37.16,14.8,moderate
340.3,34.3,52.84,16.55,moderate
414.26,29.3,85.99,4.76,moderate
351.42,14.02,72.83,3.37,moderate
464.12,1.56,93.44,29.91,high
350.34,18.1,37.74,16.26,moderate
242.19,0.65,92.43,26.23,high
384.06,11.18,46.85,4.53,normal
357.97,27.84,50.84,3.13,moderate
413.13,6.11,48.09,4.26,low
403.46,17.73,64.53,0.89,low
474.02,1.07,118.43,28.9,high
354.94,29.84,87.76,0.21,moderate
467.19,0.17,103.56,28.56,high
467.62,1.08,105.29,27.35,high
469.51,0.95,118.92,29.75,high
312.83,46.32,102.02,28.1,high
405.47,11.51,67.34,2.58,low
419.92,5.74,48.24,2.82,low
418.98,13.04,41.2,3.61,normal
216.06,44.1,97.64,23.22,high
464.4,35.51,110.89,20.45,high
268.1,45.81,103.98,22.86,high
407.98,16.56,67.45,1.69,low
414.49,19.8,41.31,3.61,normal
468.54,39.17,114.05,22.35,high
386.42,16.1,64.89,6.56,low
390.36,15.37,33.25,4.94,normal
309.37,39.41,109.32,22.27,high
479.37,0.65,115.13,21.65,high
393.84,19.29,46.52,2.38,normal
384.94,11.8,54.78,1.09,normal
386.12,19.3,44.66,7.28,low
374.31,14.49,44.71,5.86,low
398.99,12.56,33.8,1.28,normal
416.76,18.63,54.53,2.82,normal
353.98,11.58,81.9,15.69,moderate
384.79,15.17,55.79,3.53,normal
381.06,17.01,53.85,3.81,normal
479.47,1.11,96.68,21.09,high
411.54,15.3,36.54,2.87,normal
389.4,5.71,66.53,4.89,low
462.0,0.09,91.42,24.86,high
411.47,15.18,31.89,0.34,normal
351.44,27.4,53.43,16.56,moderate
417.81,9.31,39.25,3.17,low
409.2,7.35,31.6,4.0,low
355.41,32.63,88.75,4.61,moderate
352.21,11.64,58.12,18.58,moderate
368.15,12.05,59.01,5.71,low
463.06,45.22,110.56,29.96,high
410.39,13.72,55.08,0.86,normal
398.34,9.33,33.37,8.1,low
472.37,40.27,93.51,29.57,high
401.54,6.89,39.17,0.0,low
414.61,25.17,80.82,0.17,moderate
357.17,33.03,31.45,0.37,moderate
367.33,18.96,54.85,7.81,low
406.89,11.85,47.12,0.9,normal
358.68,18.61,74.05,4.2,moderate
382.52,11.33,65.46,1.07,low
381.89,10.25,33.33,2.48,normal
470.08,1.65,97.13,28.91,high
406.18,11.53,43.43,1.2,normal
380.14,15.06,56.91,2.33,normal
269.74,0.08,110.86,22.99,high
354.77,16.65,74.19,11.44,moderate
403.41,12.78,30.86,0.05,normal
359.48,16.85,80.33,16.12,moderate
412.68,31.84,84.19,10.39,moderate
415.74,27.26,34.54,18.83,moderate
409.27,19.05,55.78,0.2,normal
407.74,18.07,44.19,4.46,normal
415.07,33.56,33.85,18.61,moderate
348.36,31.49,80.35,1.24,moderate
479.2,44.71,106.78,24.13,high
460.72,48.2,108.23,23.81,high
397.38,32.19,78.97,15.84,moderate
475.04,38.4,112.02,24.75,high
349.62,28.22,78.96,3.22,moderate
369.69,13.23,61.84,1.57,low
417.73,26.45,32.49,18.09,moderate
387.85,10.73,69.51,1.08,low
407.81,11.5,53.19,4.96,normal
364.12,18.7,48.42,5.78,low
255.75,1.27,99.7,29.2,high
367.69,6.72,30.48,3.96,low
393.03,18.42,48.1,4.57,normal
460.4,1.06,98.98,21.62,high
397.17,8.45,66.99,3.01,low
348.24,12.85,71.77,18.33,moderate
210.97,39.2,108.54,24.16,high
350.39,17.86,72.48,12.19,moderate
391.71,13.1,44.97,3.52,normal
401.26,9.53,69.05,3.31,low
406.99,25.82,74.75,12.56,moderate
328.96,49.92,112.5,29.34,high
463.53,47.01,110.71,28.87,high
418.51,28.88,30.65,12.09,moderate
416.07,11.12,41.83,6.98,low
342.9,27.95,78.14,4.06,moderate
380.83,10.48,48.08,0.75,normal
411.78,10.97,50.68,4.28,normal
360.86,9.98,45.03,3.46,low
351.54,18.25,71.95,18.42,moderate
203.09,48.65,116.33,29.29,high
382.04,19.94,44.52,1.14,normal
344.97,19.26,83.47,10.56,moderate
412.38,19.87,72.98,19.21,moderate
399.58,10.9,52.36,0.88,normal
391.1,19.46,31.19,4.43,normal
345.8,32.13,72.76,1.74,moderate
412.36,8.73,67.17,2.34,low
353.17,17.19,85.22,16.7,moderate
392.73,8.14,64.55,0.05,low
404.97,15.45,38.62,2.38,normal
352.85,28.5,35.4,19.54,moderate
384.14,15.67,57.11,2.2,normal
408.02,15.54,51.73,0.9,normal
350.93,15.68,82.96,3.51,moderate
466.0,41.15,117.61,27.55,high
365.92,19.21,55.48,1.59,low
400.5,18.77,59.69,2.53,normal
464.85,45.3,99.64,25.12,high
208.29,0.41,92.34,26.54,high
358.19,33.34,82.22,2.86,moderate
353.39,11.45,73.45,14.07,moderate
408.58,13.63,49.89,3.08,normal
210.64,37.5,111.95,22.28,high
402.61,14.99,37.72,4.44,normal
